feature,absolute_held,relative_held
_area_km2,50223161.50453356,0.23667987931136486
bio_vgpm,7607596.967765808,0.30001669998692593
nspp_bivalves,17667.24863857031,0.6285756128100359
nspp_bony.fishes,6294176.186403751,0.3000130498546212
nspp_cephalopods,30506.855683922768,0.4517384029012158
nspp_cetaceans,309787.3726155758,0.3095012424272294
nspp_chitons,1730.8929530382156,0.509184126759835
nspp_corals,31252.30977267027,0.5189781524704914
nspp_crustaceans,507242.3456133604,0.3422179180194486
nspp_echinoderms,33891.79609078169,0.4174729937857076
nspp_euphausiids,4710.84449160099,0.3000791428222124
nspp_forams,722.1709349155426,0.5874578259985538
nspp_gastropods,41247.9942201972,0.5814917226982289
nspp_hydrozoans,20758.136713385582,0.6186376601231452
nspp_jellyfish,7732.276460886002,0.37492399254307596
nspp_other,100737.13109260798,0.36984753240937335
nspp_pinnipeds,11170.533024311066,0.3000381494143853
nspp_reptiles,12020.547815918922,0.47782342154496726
nspp_sea.spiders,86855.89299476147,0.42257950902570995
nspp_seagrasses,48.83192276954651,1
nspp_sharks.n.rays,255678.57431161404,0.3461017784699726
nspp_sponges,5251.621857702732,0.6906581863315167
nspp_tunas.n.billfishes,190214.6330461502,0.3000199872324188
nspp_tunicates,200504.72235292196,0.3891506033205621
nspp_worms,94095.65202510357,0.47149593773431697
rls_all,704986.0886430964,0.31261687249798337
phys_seamounts_gt200to800m,194,0.7320754716981132
phys_seamounts_gt800m,5159,0.3109517208124887
phys_seamounts_0to200m,90,0.782608695652174
phys_vents,108,0.38434163701067614
scapes_hetero,119033.8848528862,0.30000071757598107
